Pathway	Gene	OG_TSG
DREAM targets	ZW10	NA
DREAM targets	UBE2D3	NA
DREAM targets	EIF2AK3	NA
DREAM targets	ZNFX1	NA
DREAM targets	CCNF	NA
DREAM targets	PARP2	NA
DREAM targets	GPSM2	NA
DREAM targets	G2E3	NA
DREAM targets	WDR76	NA
DREAM targets	POLD3	NA
DREAM targets	GAS2L3	NA
DREAM targets	MCM6	NA
DREAM targets	RAD54B	NA
DREAM targets	DTYMK	NA
DREAM targets	NUP50	NA
DREAM targets	CDK5RAP2	NA
DREAM targets	MYBL2	NA
DREAM targets	SAPCD2	NA
DREAM targets	SSRP1	NA
DREAM targets	PASK	NA
DREAM targets	FAM161A	NA
DREAM targets	KPNA2	NA
DREAM targets	RNF219	NA
DREAM targets	GART	NA
DREAM targets	TCOF1	NA
DREAM targets	TMEM209	NA
DREAM targets	ZMYM1	NA
DREAM targets	NUP160	NA
DREAM targets	HAUS3	NA
DREAM targets	RCC1	NA
DREAM targets	CASP2	NA
DREAM targets	SLC25A19	NA
DREAM targets	MAGOHB	NA
DREAM targets	RANBP1	NA
DREAM targets	SUZ12	NA
DREAM targets	AMD1	NA
DREAM targets	AK2	NA
DREAM targets	USP28	NA
DREAM targets	ODF2	NA
DREAM targets	RHEB	NA
DREAM targets	FANCL	NA
DREAM targets	UACA	NA
DREAM targets	ABHD2	NA
DREAM targets	C9orf40	NA
DREAM targets	FKBPL	NA
DREAM targets	GNL3	NA
DREAM targets	HNRNPH1	NA
DREAM targets	L3MBTL2	NA
DREAM targets	MRPL17	NA
DREAM targets	NAA15	NA
DREAM targets	RBBP4	NA
DREAM targets	WDYHV1	NA
DREAM targets	ZNF146	NA
DREAM targets	HIST1H3H	NA
DREAM targets	MYC	NA
DREAM targets	OPA1	NA
DREAM targets	CENPC	NA
DREAM targets	COQ7	NA
DREAM targets	LYRM7	NA
DREAM targets	CDKN2AIPNL	NA
DREAM targets	CNOT1	NA
DREAM targets	KIF2A	NA
DREAM targets	LONP1	NA
DREAM targets	SF3B3	NA
DREAM targets	TMEM18	NA
DREAM targets	XRCC6BP1	NA
DREAM targets	ZNF45	NA
DREAM targets	HN1	NA
DREAM targets	RPL39L	NA
DREAM targets	TRIM45	NA
DREAM targets	GABPB2	NA
DREAM targets	RBM8A	NA
DREAM targets	DR1	NA
DREAM targets	RBBP6	NA
DREAM targets	HIST3H2A	NA
DREAM targets	RUNX1	NA
DREAM targets	E2F7	NA
DREAM targets	HIST2H2BE	NA
DREAM targets	TACC3	NA
DREAM targets	SKA1	NA
DREAM targets	ERCC6L	NA
DREAM targets	MSH6	NA
DREAM targets	PHF19	NA
DREAM targets	FANCC	NA
DREAM targets	JADE1	NA
DREAM targets	ARHGAP19	NA
DREAM targets	MSH2	NA
DREAM targets	CDT1	NA
DREAM targets	MPHOSPH9	NA
DREAM targets	FIGNL1	NA
DREAM targets	SKP2	NA
DREAM targets	ECT2	NA
DREAM targets	LBR	NA
DREAM targets	UHRF1	NA
DREAM targets	CDCA4	NA
DREAM targets	DEK	NA
DREAM targets	E2F1	NA
DREAM targets	RFC2	NA
DREAM targets	PKMYT1	NA
DREAM targets	TOPBP1	NA
DREAM targets	TRIM59	NA
DREAM targets	C18orf54	NA
DREAM targets	DNMT1	NA
DREAM targets	POLR3K	NA
DREAM targets	SMCHD1	NA
DREAM targets	SUV39H2	NA
DREAM targets	TRA2B	NA
DREAM targets	KIF18B	NA
DREAM targets	TUBB	NA
DREAM targets	SYNCRIP	NA
DREAM targets	GABPB1	NA
DREAM targets	GSTCD	NA
DREAM targets	NCAPH2	NA
DREAM targets	pk	NA
DREAM targets	SNRPD1	NA
DREAM targets	TFAP4	NA
DREAM targets	POLE	NA
DREAM targets	C16orf59	NA
DREAM targets	SUV39H1	NA
DREAM targets	TFDP1	NA
DREAM targets	AGPAT5	NA
DREAM targets	CBX5	NA
DREAM targets	NXT1	NA
DREAM targets	SAAL1	NA
DREAM targets	SMC1A	NA
DREAM targets	NUP98	NA
DREAM targets	CEP192	NA
DREAM targets	FAF1	NA
DREAM targets	NUP62	NA
DREAM targets	PBX3	NA
DREAM targets	RFC1	NA
DREAM targets	CARHSP1	NA
DREAM targets	CCT5	NA
DREAM targets	CEP57L1	NA
DREAM targets	CKLF	NA
DREAM targets	HAUS4	NA
DREAM targets	LCORL	NA
DREAM targets	TTLL4	NA
DREAM targets	ZNF273	NA
DREAM targets	ATF7IP	NA
DREAM targets	CASP8AP2	NA
DREAM targets	RECQL4	NA
DREAM targets	UBR7	NA
DREAM targets	CHRAC1	NA
DREAM targets	GPR19	NA
DREAM targets	HAUS1	NA
DREAM targets	HNRNPF	NA
DREAM targets	HNRNPR	NA
DREAM targets	LRRCC1	NA
DREAM targets	MYO19	NA
DREAM targets	NUP153	NA
DREAM targets	PKP4	NA
DREAM targets	SMPD4	NA
DREAM targets	TSEN15	NA
DREAM targets	HMGB3	NA
DREAM targets	MDM1	NA
DREAM targets	FN3KRP	NA
DREAM targets	MYBL1	NA
DREAM targets	SLC29A1	NA
DREAM targets	STAG1	NA
DREAM targets	TOP3A	NA
DREAM targets	CDKAL1	NA
DREAM targets	CENPW	NA
DREAM targets	CEP72	NA
DREAM targets	DDX39A	NA
DREAM targets	DHX15	NA
DREAM targets	FIGN	NA
DREAM targets	HDGF	NA
DREAM targets	HNRNPU	NA
DREAM targets	PTBP1	NA
DREAM targets	TOMM40	NA
DREAM targets	ZNF714	NA
DREAM targets	BCLAF1	NA
DREAM targets	HIST1H4E	NA
DREAM targets	ATF2	NA
DREAM targets	KIAA1715	NA
DREAM targets	PHTF2	NA
DREAM targets	AARS	NA
DREAM targets	ATAD3A	NA
DREAM targets	EWSR1	NA
DREAM targets	GATAD2A	NA
DREAM targets	HMGXB4	NA
DREAM targets	HS2ST1	NA
DREAM targets	IPO11	NA
DREAM targets	LRRC45	NA
DREAM targets	PIGW	NA
DREAM targets	PPP3R1	NA
DREAM targets	PRIMPOL	NA
DREAM targets	RNASEH2B	NA
DREAM targets	SLC16A1	NA
DREAM targets	SRSF10	NA
DREAM targets	ZNF100	NA
DREAM targets	FZR1	NA
DREAM targets	SAP30	NA
DREAM targets	HIST2H2AB	NA
DREAM targets	ASXL1	NA
DREAM targets	CCDC14	NA
DREAM targets	CTCF	NA
DREAM targets	DYRK1A	NA
DREAM targets	FBXO4	NA
DREAM targets	HIST1H1B	NA
DREAM targets	HIST1H4I	NA
DREAM targets	NAPEPLD	NA
DREAM targets	NCOA5	NA
DREAM targets	SIVA1	NA
DREAM targets	TWISTNB	NA
DREAM targets	ZNF680	NA
DREAM targets	ARRB2	NA
DREAM targets	AZIN1	NA
DREAM targets	C12orf65	NA
DREAM targets	CAND1	NA
DREAM targets	CHTF18	NA
DREAM targets	DHTKD1	NA
DREAM targets	ELP5	NA
DREAM targets	GARS	NA
DREAM targets	GPATCH4	NA
DREAM targets	HAUS7	NA
DREAM targets	HMGN2	NA
DREAM targets	HSPE1	NA
DREAM targets	IFRD2	NA
DREAM targets	NRGN	NA
DREAM targets	PBRM1	NA
DREAM targets	PRKRIR	NA
DREAM targets	RAB8A	NA
DREAM targets	SMARCC1	NA
DREAM targets	STRA13	NA
DREAM targets	TCEA1	NA
DREAM targets	TONSL	NA
DREAM targets	TOR1AIP1	NA
DREAM targets	XRCC3	NA
DREAM targets	ZNF107	NA
DREAM targets	ZNF92	NA
DREAM targets	ZMYND19	NA
DREAM targets	RNPS1	NA
DREAM targets	C5orf24	NA
DREAM targets	HIST1H2BI	NA
DREAM targets	HNRNPH3	NA
DREAM targets	HSPD1	NA
DREAM targets	KHDRBS1	NA
DREAM targets	ANKRD17	NA
DREAM targets	BYSL	NA
DREAM targets	COX20	NA
DREAM targets	CWC27	NA
DREAM targets	CYP51A1	NA
DREAM targets	DBP	NA
DREAM targets	EXOSC3	NA
DREAM targets	FAM178A	NA
DREAM targets	GPR137C	NA
DREAM targets	KNOP1	NA
DREAM targets	LAS1L	NA
DREAM targets	LSM4	NA
DREAM targets	NUP54	NA
DREAM targets	NUPL1	NA
DREAM targets	PYCRL	NA
DREAM targets	RRP9	NA
DREAM targets	SMC5	NA
DREAM targets	SNRNP25	NA
DREAM targets	SRRM1	NA
DREAM targets	TTF1	NA
DREAM targets	WDR46	NA
DREAM targets	WRN	NA
DREAM targets	ZNF267	NA
DREAM targets	RSBN1	NA
DREAM targets	PCF11	NA
DREAM targets	HIST1H1C	NA
DREAM targets	HIST1H4H	NA
DREAM targets	KATNA1	NA
DREAM targets	MAT2A	NA
DREAM targets	RPIA	NA
DREAM targets	SERTAD3	NA
DREAM targets	SSBP2	NA
DREAM targets	TNPO2	NA
DREAM targets	HSPA8	NA
DREAM targets	JUND	NA
DREAM targets	SLC25A36	NA
DREAM targets	TOB2	NA
DREAM targets	ZNF24	NA
DREAM targets	PNRC2	NA
DREAM targets	SEC14L1	NA
DREAM targets	SS18	NA
DREAM targets	RPS6KA5	NA
DREAM targets	USP53	NA
DREAM targets	SMIM14	NA
DREAM targets	STAT1	NA
DREAM targets	BTG1	NA
DREAM targets	WHSC1	NA
DREAM targets	PSRC1	NA
DREAM targets	KNSTRN	NA
DREAM targets	PRIM1	NA
DREAM targets	CDCA7L	NA
DREAM targets	FANCA	NA
DREAM targets	FANCE	NA
DREAM targets	HYLS1	NA
DREAM targets	PAICS	NA
DREAM targets	DPYSL2	NA
DREAM targets	EXOSC2	NA
DREAM targets	HNRNPD	NA
DREAM targets	PSIP1	NA
DREAM targets	CDKN2C	NA
DREAM targets	CCSAP	NA
DREAM targets	GRK6	NA
DREAM targets	KLHL23	NA
DREAM targets	CLN6	NA
DREAM targets	FKBP5	NA
DREAM targets	HAUS2	NA
DREAM targets	PDS5B	NA
DREAM targets	PPAT	NA
DREAM targets	PRPF4	NA
DREAM targets	HNRNPDL	NA
DREAM targets	NOC3L	NA
DREAM targets	RASSF1	NA
DREAM targets	TUBA1C	NA
DREAM targets	TUBD1	NA
DREAM targets	CDK4	NA
DREAM targets	EHBP1	NA
DREAM targets	MYADM	NA
DREAM targets	ANAPC1	NA
DREAM targets	DCAF15	NA
DREAM targets	ILF3	NA
DREAM targets	MAZ	NA
DREAM targets	NSMCE4A	NA
DREAM targets	PGP	NA
DREAM targets	SENP1	NA
DREAM targets	SIN3A	NA
DREAM targets	USP39	NA
DREAM targets	WDR4	NA
DREAM targets	MARS	NA
DREAM targets	MEIS2	NA
DREAM targets	SLC1A5	NA
DREAM targets	CEP97	NA
DREAM targets	EBP	NA
DREAM targets	IQCB1	NA
DREAM targets	OXNAD1	NA
DREAM targets	RAD51B	NA
DREAM targets	SPATS2	NA
DREAM targets	TMEM109	NA
DREAM targets	ZNF695	NA
DREAM targets	CDR2	NA
DREAM targets	NUFIP2	NA
DREAM targets	ACD	NA
DREAM targets	EIF3A	NA
DREAM targets	GTPBP2	NA
DREAM targets	HIST1H2AB	NA
DREAM targets	HIST1H3J	NA
DREAM targets	HIST1H4L	NA
DREAM targets	SHMT2	NA
DREAM targets	SMNDC1	NA
DREAM targets	THRAP3	NA
DREAM targets	BCS1L	NA
DREAM targets	CEP85	NA
DREAM targets	EXOSC5	NA
DREAM targets	FAR1	NA
DREAM targets	HSPA9	NA
DREAM targets	HSPB11	NA
DREAM targets	KHK	NA
DREAM targets	PAFAH1B3	NA
DREAM targets	POLD2	NA
DREAM targets	PTGES3	NA
DREAM targets	RAD23A	NA
DREAM targets	SLC1A4	NA
DREAM targets	TEX30	NA
DREAM targets	TMEM39B	NA
DREAM targets	CCNE1	NA
DREAM targets	LDLR	NA
DREAM targets	ZBTB14	NA
DREAM targets	ZNF207	NA
DREAM targets	CNTROB	NA
DREAM targets	HIST1H4D	NA
DREAM targets	CEP83	NA
DREAM targets	DGCR8	NA
DREAM targets	GRPEL2	NA
DREAM targets	PRKAA1	NA
DREAM targets	SLC38A1	NA
DREAM targets	SLFN11	NA
DREAM targets	TMEM138	NA
DREAM targets	AIM1	NA
DREAM targets	ALMS1	NA
DREAM targets	CAD	NA
DREAM targets	CLIC4	NA
DREAM targets	EMG1	NA
DREAM targets	GPR180	NA
DREAM targets	KPNA3	NA
DREAM targets	NAP1L1	NA
DREAM targets	NT5C3A	NA
DREAM targets	NUDC	NA
DREAM targets	PATL1	NA
DREAM targets	PGAP2	NA
DREAM targets	PPAN-P2RY11	NA
DREAM targets	RNF2	NA
DREAM targets	RPL22L1	NA
DREAM targets	SRSF3	NA
DREAM targets	STIP1	NA
DREAM targets	TBRG4	NA
DREAM targets	UBE2R2	NA
DREAM targets	ZNF184	NA
DREAM targets	ZNF85	NA
DREAM targets	AHI1	NA
DREAM targets	ABHD10	NA
DREAM targets	ACACA	NA
DREAM targets	BIRC6	NA
DREAM targets	EBAG9	NA
DREAM targets	HCFC1	NA
DREAM targets	IFRD1	NA
DREAM targets	MRPS18B	NA
DREAM targets	PIGA	NA
DREAM targets	PTBP2	NA
DREAM targets	RAD23B	NA
DREAM targets	SPAG9	NA
DREAM targets	TARS	NA
DREAM targets	ZNF138	NA
DREAM targets	ABCB10	NA
DREAM targets	ACP1	NA
DREAM targets	ARID2	NA
DREAM targets	BMPR1A	NA
DREAM targets	C2orf43	NA
DREAM targets	C5orf30	NA
DREAM targets	CIRH1A	NA
DREAM targets	DCPS	NA
DREAM targets	DDX46	NA
DREAM targets	DSCR3	NA
DREAM targets	EIF3B	NA
DREAM targets	EXOC4	NA
DREAM targets	FKBP7	NA
DREAM targets	FOPNL	NA
DREAM targets	G3BP1	NA
DREAM targets	GPATCH11	NA
DREAM targets	HACD2	NA
DREAM targets	HADH	NA
DREAM targets	HIST1H1D	NA
DREAM targets	HIST1H2BE	NA
DREAM targets	HIST2H3A	NA
DREAM targets	HIST2H3D	NA
DREAM targets	HSP90AA1	NA
DREAM targets	KDM1A	NA
DREAM targets	KLHDC4	NA
DREAM targets	LIAS	NA
DREAM targets	METTL16	NA
DREAM targets	MRPL3	NA
DREAM targets	NF2	NA
DREAM targets	PLSCR1	NA
DREAM targets	PMF1	NA
DREAM targets	RFT1	NA
DREAM targets	RMND1	NA
DREAM targets	SMARCA5	NA
DREAM targets	TCTN2	NA
DREAM targets	THEM4	NA
DREAM targets	THOC1	NA
DREAM targets	TMX1	NA
DREAM targets	TNPO3	NA
DREAM targets	TUBG1	NA
DREAM targets	TXNDC12	NA
DREAM targets	UTP15	NA
DREAM targets	VPRBP	NA
DREAM targets	ZNF724P	NA
DREAM targets	ETV5	NA
DREAM targets	PKNOX1	NA
DREAM targets	NOTCH2	NA
DREAM targets	EIF4E	NA
DREAM targets	FNBP4	NA
DREAM targets	PNN	NA
DREAM targets	NIPBL	NA
DREAM targets	AP2B1	NA
DREAM targets	BCAR3	NA
DREAM targets	LCMT2	NA
DREAM targets	EFHC1	NA
DREAM targets	EAF2	NA
DREAM targets	FBXL20	NA
DREAM targets	FRAT2	NA
DREAM targets	IFNAR1	NA
DREAM targets	RNPC3	NA
DREAM targets	ZNF518A	NA
DREAM targets	ARRDC3	NA
DREAM targets	PPP1R10	NA
DREAM targets	PPP3CB	NA
DREAM targets	ZNF587	NA
DREAM targets	CDC42EP4	NA
DREAM targets	IFIH1	NA
DREAM targets	CFLAR	NA
DREAM targets	PMAIP1	NA
DREAM targets	GADD45A	NA
DREAM targets	ANKRA2	NA
DREAM targets	TP53INP1	NA
DREAM targets	EZH2	NA
DREAM targets	STK17B	NA
DREAM targets	FAM72D	NA
MBM FOXM1 Targets	TTK	NA
MBM FOXM1 Targets	PRC1	NA
MBM FOXM1 Targets	AURKA	NA
MBM FOXM1 Targets	NUF2	NA
MBM FOXM1 Targets	CCNA2	NA
MBM FOXM1 Targets	CCNB1	NA
MBM FOXM1 Targets	KIF11	NA
MBM FOXM1 Targets	KIF23	NA
MBM FOXM1 Targets	TPX2	NA
MBM FOXM1 Targets	CDKN3	NA
MBM FOXM1 Targets	CENPF	NA
MBM FOXM1 Targets	KIF18A	NA
MBM FOXM1 Targets	RACGAP1	NA
MBM FOXM1 Targets	FBXO5	NA
MBM FOXM1 Targets	CCNB2	NA
MBM FOXM1 Targets	CENPA	NA
MBM FOXM1 Targets	DEPDC1	NA
MBM FOXM1 Targets	KIF2C	NA
MBM FOXM1 Targets	ANP32E	NA
MBM FOXM1 Targets	ASPM	NA
MBM FOXM1 Targets	AURKB	NA
MBM FOXM1 Targets	CDC20	NA
MBM FOXM1 Targets	CDCA2	NA
MBM FOXM1 Targets	KIF14	NA
MBM FOXM1 Targets	ATAD2	NA
MBM FOXM1 Targets	KIF20A	NA
MBM FOXM1 Targets	DLGAP5	NA
MBM FOXM1 Targets	CDC25C	NA
MBM FOXM1 Targets	CDCA8	NA
MBM FOXM1 Targets	ESPL1	NA
MBM FOXM1 Targets	HMMR	NA
MBM FOXM1 Targets	UBE2C	NA
MBM FOXM1 Targets	CKAP2L	NA
MBM FOXM1 Targets	NUSAP1	NA
MBM FOXM1 Targets	HJURP	NA
MBM FOXM1 Targets	INCENP	NA
MBM FOXM1 Targets	SPAG5	NA
MBM FOXM1 Targets	PRR11	NA
MBM FOXM1 Targets	H2AFX	NA
MBM FOXM1 Targets	BORA	NA
MBM FOXM1 Targets	HMGB2	NA
MBM FOXM1 Targets	ECT2	NA
MBM FOXM1 Targets	OIP5	NA
MBM FOXM1 Targets	PIF1	NA
MBM FOXM1 Targets	CDK1	NA
MBM FOXM1 Targets	KIF20B	NA
MBM FOXM1 Targets	UBE2S	NA
MBM FOXM1 Targets	RNF26	NA
MBM FOXM1 Targets	KIF18B	NA
MBM FOXM1 Targets	CBX3	NA
MBM FOXM1 Targets	TAF5	NA
MBM FOXM1 Targets	HNRNPA2B1	NA
MBM FOXM1 Targets	MZT1	NA
MBM FOXM1 Targets	SKA2	NA
MBM FOXM1 Targets	SFPQ	NA
MBM FOXM1 Targets	WEE1	NA
MBM FOXM1 Targets	NUCKS1	NA
MBM FOXM1 Targets	NUDCD2	NA
MBM FOXM1 Targets	BRD8	NA
MBM FOXM1 Targets	MRPS18B	NA
MBM FOXM1 Targets	HIST1H2AG	NA
MBM FOXM1 Targets	KCTD9	NA
MBM FOXM1 Targets	DZIP3	NA
MBM FOXM1 Targets	PPP1R10	NA
MBM FOXM1 Targets	BUB1B	NA
MBM FOXM1 Targets	CDCA3	NA
MBM FOXM1 Targets	PLK1	NA
MBM FOXM1 Targets	KIF4A	NA
MBM FOXM1 Targets	STIL	NA
MBM FOXM1 Targets	NEK2	NA
MBM FOXM1 Targets	ANLN	NA
MBM FOXM1 Targets	BUB1	NA
MBM FOXM1 Targets	GTSE1	NA
MBM FOXM1 Targets	MKI67	NA
MBM FOXM1 Targets	SGOL2	NA
MBM FOXM1 Targets	LMNB1	NA
MBM FOXM1 Targets	CENPL	NA
MBM FOXM1 Targets	SGOL1	NA
MBM FOXM1 Targets	SMC4	NA
MBM FOXM1 Targets	SPC25	NA
MBM FOXM1 Targets	TICRR	NA
MBM FOXM1 Targets	CIT	NA
MBM FOXM1 Targets	KNSTRN	NA
MBM FOXM1 Targets	TROAP	NA
MBM FOXM1 Targets	ARHGEF39	NA
MBM FOXM1 Targets	FAM83D	NA
MBM FOXM1 Targets	KIF15	NA
MBM FOXM1 Targets	NCAPG	NA
MBM FOXM1 Targets	PHF19	NA
MBM FOXM1 Targets	CENPO	NA
MBM FOXM1 Targets	ARHGAP19	NA
MBM FOXM1 Targets	KIAA1524	NA
MBM FOXM1 Targets	NCAPD2	NA
MBM FOXM1 Targets	RAD21	NA
MBM FOXM1 Targets	CKS1B	NA
MBM FOXM1 Targets	H2AFZ	NA
MBM FOXM1 Targets	TOP2A	NA
MBM FOXM1 Targets	CKAP5	NA
MBM FOXM1 Targets	HIST1H4C	NA
MBM FOXM1 Targets	PTTG1	NA
MBM FOXM1 Targets	KPNA2	NA
MBM FOXM1 Targets	C2orf69	NA
MBM FOXM1 Targets	LSM5	NA
MBM FOXM1 Targets	CBX5	NA
MBM FOXM1 Targets	CKAP2	NA
MBM FOXM1 Targets	CHEK2	NA
MBM FOXM1 Targets	CEP192	NA
MBM FOXM1 Targets	DARS2	NA
MBM FOXM1 Targets	POC5	NA
MBM FOXM1 Targets	TTF2	NA
MBM FOXM1 Targets	DCAF16	NA
MBM FOXM1 Targets	CDKN2D	NA
MBM FOXM1 Targets	GTPBP2	NA
MBM FOXM1 Targets	IFT80	NA
MBM FOXM1 Targets	PTGES3	NA
MBM FOXM1 Targets	FZR1	NA
MBM FOXM1 Targets	HIST2H2AB	NA
MBM FOXM1 Targets	ASXL1	NA
MBM FOXM1 Targets	HNRNPA1	NA
MBM FOXM1 Targets	HN1	NA
MBM FOXM1 Targets	FNBP4	NA
MBM FOXM1 Targets	HIST1H2BC	NA
MBM FOXM1 Targets	TGIF1	NA
MBM FOXM1 Targets	CEP55	NA
MBM FOXM1 Targets	MAD2L1	NA
MBM FOXM1 Targets	NDC80	NA
MBM FOXM1 Targets	NCAPH	NA
MBM FOXM1 Targets	GPSM2	NA
MBM FOXM1 Targets	DEPDC1B	NA
MBM FOXM1 Targets	FAM64A	NA
MBM FOXM1 Targets	CENPE	NA
MBM FOXM1 Targets	KIFC1	NA
MBM FOXM1 Targets	SCLT1	NA
MBM FOXM1 Targets	UBE2T	NA
MBM FOXM1 Targets	MDC1	NA
MBM FOXM1 Targets	MIS18BP1	NA
MBM FOXM1 Targets	CKS2	NA
MBM FOXM1 Targets	IQGAP3	NA
MBM FOXM1 Targets	RFWD3	NA
MBM FOXM1 Targets	SMC3	NA
MBM FOXM1 Targets	DBF4B	NA
MBM FOXM1 Targets	EZH2	NA
MBM FOXM1 Targets	CEP295	NA
MBM FOXM1 Targets	CDKN2C	NA
MBM FOXM1 Targets	ARL6IP1	NA
MBM FOXM1 Targets	ATAD5	NA
MBM FOXM1 Targets	C5orf34	NA
MBM FOXM1 Targets	KIF24	NA
MBM FOXM1 Targets	METTL4	NA
MBM FOXM1 Targets	NUP98	NA
MBM FOXM1 Targets	ARHGAP11B	NA
MBM FOXM1 Targets	TUBA1C	NA
MBM FOXM1 Targets	ATF7IP	NA
MBM FOXM1 Targets	CEP70	NA
MBM FOXM1 Targets	HIST1H3B	NA
MBM FOXM1 Targets	MXD3	NA
MBM FOXM1 Targets	MTFR2	NA
MBM FOXM1 Targets	PARPBP	NA
MBM FOXM1 Targets	HIST1H2BF	NA
MBM FOXM1 Targets	HIST1H3D	NA
MBM FOXM1 Targets	PCNT	NA
MBM FOXM1 Targets	TOMM40	NA
MBM FOXM1 Targets	KIAA0586	NA
MBM FOXM1 Targets	H2AFV	NA
MBM FOXM1 Targets	MSH5-SAPCD1	NA
MBM FOXM1 Targets	IPO11	NA
MBM FOXM1 Targets	HIST1H2AE	NA
MBM FOXM1 Targets	HIST1H2AK	NA
MBM FOXM1 Targets	SUN2	NA
MBM FOXM1 Targets	CAND1	NA
MBM FOXM1 Targets	BUB3	NA
MBM FOXM1 Targets	NFIA	NA
MBM FOXM1 Targets	RANGAP1	NA
MBM FOXM1 Targets	HP1BP3	NA
MBM FOXM1 Targets	NAV2	NA
MBM FOXM1 Targets	SETD8	NA
MBM FOXM1 Targets	ARF6	NA
MBM FOXM1 Targets	LSM3	NA
MBM FOXM1 Targets	SF3B3	NA
MBM FOXM1 Targets	TMX2	NA
MBM FOXM1 Targets	NDE1	NA
MBM FOXM1 Targets	PPP2R5C	NA
MBM FOXM1 Targets	EIF4E	NA
MBM FOXM1 Targets	ZNF165	NA
MBM FOXM1 Targets	DCP2	NA
MBM FOXM1 Targets	FAM110A	NA
MBM FOXM1 Targets	HIST1H2BD	NA
MBM FOXM1 Targets	HIST1H2AD	NA
MBM FOXM1 Targets	EIF2AK3	NA
MBM FOXM1 Targets	DNAJB4	NA
MBM FOXM1 Targets	SMAD3	NA
MBM FOXM1 Targets	BIRC5	NA
MBM FOXM1 Targets	CCNF	NA
MBM FOXM1 Targets	CDC25A	NA
MBM FOXM1 Targets	DTL	NA
MBM FOXM1 Targets	PSRC1	NA
MBM FOXM1 Targets	TACC3	NA
MBM FOXM1 Targets	ARHGAP11A	NA
MBM FOXM1 Targets	PLK4	NA
MBM FOXM1 Targets	CDCA5	NA
MBM FOXM1 Targets	E2F8	NA
MBM FOXM1 Targets	GAS2L3	NA
MBM FOXM1 Targets	RAD54L	NA
MBM FOXM1 Targets	DBF4	NA
MBM FOXM1 Targets	USP1	NA
MBM FOXM1 Targets	CENPN	NA
MBM FOXM1 Targets	CDC25B	NA
MBM FOXM1 Targets	LBR	NA
MBM FOXM1 Targets	RRM2	NA
MBM FOXM1 Targets	NUP35	NA
MBM FOXM1 Targets	NDC1	NA
MBM FOXM1 Targets	ESCO2	NA
MBM FOXM1 Targets	HYLS1	NA
MBM FOXM1 Targets	USP13	NA
MBM FOXM1 Targets	ZGRF1	NA
MBM FOXM1 Targets	GSG2	NA
MBM FOXM1 Targets	ASF1B	NA
MBM FOXM1 Targets	INTS7	NA
MBM FOXM1 Targets	GRK6	NA
MBM FOXM1 Targets	LIN9	NA
MBM FOXM1 Targets	CMSS1	NA
MBM FOXM1 Targets	FARSB	NA
MBM FOXM1 Targets	STK17B	NA
MBM FOXM1 Targets	CACYBP	NA
MBM FOXM1 Targets	CMC2	NA
MBM FOXM1 Targets	NUP205	NA
MBM FOXM1 Targets	SLC25A40	NA
MBM FOXM1 Targets	HIST1H2AL	NA
MBM FOXM1 Targets	KPNB1	NA
MBM FOXM1 Targets	MTF2	NA
MBM FOXM1 Targets	NOP16	NA
MBM FOXM1 Targets	HNRNPA0	NA
MBM FOXM1 Targets	ILF3	NA
MBM FOXM1 Targets	PGP	NA
MBM FOXM1 Targets	REEP4	NA
MBM FOXM1 Targets	HIST1H3F	NA
MBM FOXM1 Targets	TCERG1	NA
MBM FOXM1 Targets	CENPW	NA
MBM FOXM1 Targets	HIST1H2AH	NA
MBM FOXM1 Targets	ODF2	NA
MBM FOXM1 Targets	HIST1H2BH	NA
MBM FOXM1 Targets	HIST1H3G	NA
MBM FOXM1 Targets	LDLR	NA
MBM FOXM1 Targets	GAR1	NA
MBM FOXM1 Targets	CCDC34	NA
MBM FOXM1 Targets	EXTL2	NA
MBM FOXM1 Targets	PGAP2	NA
MBM FOXM1 Targets	TOR1AIP1	NA
MBM FOXM1 Targets	SLC7A11	NA
MBM FOXM1 Targets	AC004381.6	NA
MBM FOXM1 Targets	TAF15	NA
MBM FOXM1 Targets	ELP4	NA
MBM FOXM1 Targets	HIST1H2BI	NA
MBM FOXM1 Targets	HIST1H2BO	NA
MBM FOXM1 Targets	ZFAND3	NA
MBM FOXM1 Targets	CNOT1	NA
MBM FOXM1 Targets	EIF3B	NA
MBM FOXM1 Targets	FAM102B	NA
MBM FOXM1 Targets	HIST1H3C	NA
MBM FOXM1 Targets	IMMP1L	NA
MBM FOXM1 Targets	LIAS	NA
MBM FOXM1 Targets	PIM1	NA
MBM FOXM1 Targets	RNFT2	NA
MBM FOXM1 Targets	HIST1H2AM	NA
MBM FOXM1 Targets	RSBN1	NA
MBM FOXM1 Targets	LARP7	NA
MBM FOXM1 Targets	DCLRE1C	NA
MBM FOXM1 Targets	TXNRD1	NA
MBM FOXM1 Targets	NFE2L2	NA
MBM FOXM1 Targets	DR1	NA
MBM FOXM1 Targets	NUMB	NA
MBM FOXM1 Targets	DYNLL1	NA
MBM FOXM1 Targets	SS18	NA
MBM FOXM1 Targets	SMIM14	NA
MBM FOXM1 Targets	NEDD9	NA
MBM FOXM1 Targets	PTP4A1	NA
MBM FOXM1 Targets	G2E3	NA
MBM FOXM1 Targets	PDS5B	NA
MBM FOXM1 Targets	SKA1	NA
MBM FOXM1 Targets	SMCHD1	NA
MBM FOXM1 Targets	FAM72D	NA
MBM FOXM1 Targets	POLE	NA
RB-E2F Targets	CDC25A	NA
